batch_id,timing,did_terr_incl,did_terr_excl
1124,regular,9.882467532467516,9.670050125313253
1125,strategic,18.308977758138177,13.149743589743593
1126,regular,18.920456989247306,10.229756542909307
1127,late,16.37307256235831,20.242424242424256
1128,regular,5.069168085665183,4.067480573256994
1129,late,-2.554243268284928,-1.0404539154539592
1131,regular,11.671212121212108,11.062162162162146
1133,regular,-3.7954629106802997,2.055271199388848
1134,regular,-3.487745098039248,-5.500069886254131
1135,late,-1.388530116500057,5.4059584338901985
1136,strategic,-18.622544433989304,-15.433889150486372
1138,strategic,8.303950066045289,12.945194406895453
1143,strategic,19.230707421893847,15.037089794446445
1144,regular,0.5182239008700975,6.82380509745127
1149,regular,-24.35854330854331,-24.480046805046797
1150,regular,7.9799751190116694,9.175505308120805
1157,regular,-10.10961611016787,-0.560012935564707
1159,strategic,-9.371828836797874,-11.44024060150376
1161,strategic,7.204752737267739,7.211017485183518
1162,late,13.352259865070927,13.754819746788662
1164,strategic,-24.672618405303062,-27.52784285208915
1165,regular,10.821339330334808,5.226547619047615
1167,strategic,-2.1232336671452714,-7.8653378592494505
1168,strategic,-3.457150607266904,-2.2916484518857274
1170,strategic,-17.870153379703943,-12.31945893525949
1171,regular,-8.251744271445354,-13.36098340188014
1172,late,5.507161836111891,-8.26134306584889
1173,regular,3.7717207792207788,-4.810809190809188
1180,strategic,7.4594183154482465,7.5027041245791395
1183,strategic,40.68229102167182,32.087629033900036
1187,strategic,26.478260281385282,24.349639249639253
1190,strategic,22.80862334907934,17.77271143490656
1192,strategic,-19.149596212754112,-22.95402971029106
1194,regular,32.346902356902355,34.160626385809316
1195,regular,7.808303167420824,-1.1131684981684913
1197,regular,1.0514577928115187,5.991693086929153
1198,strategic,-32.60970312336233,-34.33610093154327
1200,regular,14.539450260978697,14.968198255903168
1201,late,22.16188669015994,17.880966904063676
1203,strategic,3.8811834853043194,6.573014725791381
1205,late,-5.45523802980702,-9.746465397500785
1206,strategic,-6.698268398268404,-17.87824175824177
1208,regular,9.857396848593424,11.035979851983882
1211,regular,-2.8745320725564127,-6.081035516238849
1214,strategic,-9.106312335958002,-11.907145669291332
1217,regular,12.008770736210032,8.334587088685453
1220,strategic,8.54077021822851,6.789734848484869
1225,strategic,-21.388473610507504,-23.770631844469065
1227,strategic,-11.568508815486155,-10.666150619345977
1228,strategic,-2.4480702329534196,-0.17849996582216932
1229,regular,28.6220553168636,22.27754761904764
