feature,n,beta,p,corr_timing,tnum_atten,q
opp_reorg_resid,1443,-0.04709917587224199,0.018663351052905407,-0.013049202108377275,0.054960937910030885,0.027995026579358113
opp_tilt,1443,0.052680298017654434,0.0036700724041525907,0.012853571941005266,0.043736075859635244,0.011010217212457773
opp_plen,1443,-0.00502832055975029,0.7879893703160187,-0.0073265384809718505,0.002006440692203414,0.7879893703160187
