subgroup,n,mean,lo,hi,p
all,940,1.0739918054566617,0.05388259321396993,2.0941010176993533,0.039336839599615384
home,424,1.2790165510289195,-0.20868735695361584,2.766720459011455,0.09271427409847294
away,516,0.9055218594825585,-0.4952679820776744,2.3063117010427914,0.2057223088641121
lead,217,0.7404473282486709,-1.3331000898797774,2.8139947463771193,0.48474258142762405
draw,313,1.3353421491326292,-0.7471305588816275,3.417814857146886,0.20976286935648886
trail,410,1.051007644440945,-0.27152552487448856,2.373540813756379,0.12010199941840227
